ï»¿Date,Home,Away,HG,AG,H_Max,D_Max,A_Max,H_Avg,D_Avg,A_Avg,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG
10/10/2024,Qatar,Kyrgyzstan,3,1,1.29,6,11.5,1.25,5.31,10.04,32,8,8,3,4,19,10,3,2,2,0,0,,
10/10/2024,Saudi Arabia,Japan,0,2,5.75,4,1.63,5.31,3.77,1.57,14,7,2,3,8,13,7,5,1,2,0,0,,
10/10/2024,Solomon Islands,Fiji,0,1,4.75,3.4,1.83,4.41,3.23,1.74,,,,,,,,,,,,,,
10/10/2024,United Arab Emirates,North Korea,1,1,1.57,4.33,7,1.51,3.78,6.08,8,19,1,7,14,16,5,5,2,1,0,0,,
10/10/2024,Uzbekistan,Iran,0,0,3.1,2.85,2.7,3.78,2.94,2.06,11,12,1,5,21,5,2,5,3,1,0,1,,
10/10/2024,Venezuela,Argentina,1,1,6.5,3.75,1.61,6.11,3.66,1.59,,,,,,,,,,,,,,
11/09/2024,Paraguay,Brazil,1,0,8,4,1.5,7.42,3.93,1.48,,,,,,,,,,,,,,
10/09/2024,Bahrain,Japan,0,5,11,5.5,1.3,10,5.16,1.26,3,15,1,10,8,11,1,4,1,0,0,0,,
10/09/2024,Chile,Bolivia,1,2,1.25,6.6,14.5,1.21,6.1,12.93,,,,,,,,,,,,,,
10/09/2024,China,Saudi Arabia,1,2,7,4,1.57,6.5,3.8,1.48,14,11,1,3,18,9,6,5,3,3,0,1,,
10/09/2024,Colombia,Argentina,2,1,2.9,2.95,2.95,2.82,2.83,2.79,,,,,,,,,,,,,,
10/09/2024,Ecuador,Peru,1,0,1.42,4.25,11,1.39,4.1,9.73,,,,,,,,,,,,,,
10/09/2024,Indonesia,Australia,0,0,5.4,3.75,1.7,4.95,3.53,1.65,5,19,2,5,13,8,3,15,1,3,0,0,,
10/09/2024,Kuwait,Iraq,0,0,4.5,3.55,1.9,4.32,3.29,1.79,7,10,2,2,15,7,0,4,0,1,0,1,,
10/09/2024,Kyrgyzstan,Uzbekistan,2,3,8,4,1.53,6.83,3.78,1.48,13,18,3,10,4,9,3,7,0,2,0,0,,
10/09/2024,North Korea,Qatar,2,2,6,3.6,1.67,5.68,3.45,1.6,11,19,5,6,14,16,5,6,3,2,1,0,,
10/09/2024,Oman,South Korea,1,3,7.5,4.1,1.53,6.44,3.8,1.49,8,16,1,8,16,12,3,11,5,2,0,0,,
10/09/2024,Palestine,Jordan,1,3,3.65,3.1,2.3,3.4,2.91,2.2,10,17,4,5,8,9,5,8,2,0,0,0,,
10/09/2024,United Arab Emirates,Iran,0,1,5.4,3.6,1.7,5.08,3.46,1.65,13,12,2,3,5,8,5,2,0,4,0,0,,
10/09/2024,Venezuela,Uruguay,0,0,3.35,3,2.5,3.26,2.91,2.41,,,,,,,,,,,,,,
07/09/2024,Brazil,Ecuador,1,0,1.38,4.8,11,1.35,4.58,9.47,,,,,,,,,,,,,,
07/09/2024,Peru,Colombia,1,1,5.75,3.2,1.85,5.34,3.05,1.82,,,,,,,,,,,,,,
07/09/2024,Uruguay,Paraguay,0,0,1.57,4,8,1.51,3.83,6.98,,,,,,,,,,,,,,
06/09/2024,Argentina,Chile,3,0,1.35,5.28,13,1.31,4.78,11,,,,,,,,,,,,,,
05/09/2024,Australia,Bahrain,0,1,1.22,6.25,17,1.19,5.81,13.71,11,4,4,2,13,18,4,3,3,2,1,0,,
05/09/2024,Bolivia,Venezuela,4,0,2,3.45,4.33,1.95,3.23,4.11,,,,,,,,,,,,,,
05/09/2024,Cook Islands,Tonga,1,3,1.4,4.5,6.5,1.38,4.3,6.5,,,,,,,,,,,,,,
05/09/2024,Iran,Kyrgyzstan,1,0,1.06,14.5,31,1.05,10.83,24.83,18,6,3,5,5,10,3,3,0,0,0,0,,
05/09/2024,Iraq,Oman,1,0,1.73,3.5,7,1.65,3.23,5.55,7,12,3,6,18,2,2,7,1,2,0,1,,
05/09/2024,Japan,China,7,0,1.1,12,26,1.07,9.31,22,18,1,10,0,21,10,5,2,0,3,0,0,,
05/09/2024,Jordan,Kuwait,1,1,1.35,5,10,1.32,4.49,9.04,18,5,3,2,21,10,6,0,1,1,0,0,,
05/09/2024,Qatar,United Arab Emirates,1,3,1.65,3.75,5.75,1.6,3.53,5.37,8,9,1,4,17,9,9,4,2,2,0,0,,
05/09/2024,Saudi Arabia,Indonesia,1,1,1.36,5.25,10,1.29,4.9,9,20,7,4,2,7,17,6,1,2,3,0,0,,
05/09/2024,South Korea,Palestine,0,0,1.1,10.5,31,1.07,9.08,21.33,16,10,5,3,13,7,4,1,1,5,0,0,,
05/09/2024,Uzbekistan,North Korea,1,0,1.4,4.35,10,1.35,4.13,9.06,13,8,4,4,13,15,6,1,0,0,0,0,,
12/06/2024,Dominican Republic,British Virgin Islands,4,0,1.03,26,71,1.01,15.46,41.46,,,,,,,,,,,,,,
12/06/2024,Puerto Rico,Anguilla,8,0,1.01,56,126,1.01,25.68,53.82,,,,,,,,,,,,,,
11/06/2024,Angola,Cameroon,1,1,3,2.8,3.1,2.71,2.67,2.88,13,16,5,4,13,14,4,4,1,0,0,0,,
11/06/2024,Australia,Palestine,5,0,1.25,6.5,13,1.2,5.83,11.88,10,11,6,2,11,9,4,2,3,1,0,0,,
11/06/2024,Cape Verde,Libya,1,0,1.73,3.55,6,1.67,3.34,5.33,14,4,5,2,12,14,10,5,2,3,0,0,,
11/06/2024,Chad,Comoros,0,2,5.5,3.5,1.73,5.17,3.3,1.69,4,12,0,6,13,10,3,4,1,1,0,0,,
11/06/2024,Congo,Morocco,0,6,26,7.25,1.2,16.46,6.54,1.15,3,20,1,11,12,13,4,3,4,0,0,0,,
11/06/2024,Gabon,Gambia,3,2,1.95,3.25,5,1.84,3.11,4.47,,,,,,,,,,,,,,
11/06/2024,Guyana,Belize,3,1,1.47,4.75,7,1.44,4.29,6.05,,,,,,,,,,,,,,
11/06/2024,Indonesia,Philippines,2,0,1.25,6.5,13,1.21,5.81,10.81,20,7,7,1,9,11,7,4,1,3,0,0,,
11/06/2024,Iran,Uzbekistan,0,0,1.73,3.7,6.4,1.66,3.42,5.28,12,7,1,1,7,9,4,2,1,1,0,0,,
11/06/2024,Iraq,Vietnam,3,1,1.4,5.5,8,1.36,4.65,7.04,13,7,9,4,16,11,3,2,1,1,0,0,,
11/06/2024,Japan,Syria,5,0,1.18,8,15,1.16,6.88,12.92,20,7,12,0,16,12,3,1,1,2,0,0,,
11/06/2024,Kenya,Ivory Coast,0,0,8,4.2,1.5,7.13,3.93,1.44,5,11,3,1,9,9,2,10,0,1,0,0,,
11/06/2024,Kuwait,Afghanistan,1,0,1.35,5.25,11,1.3,4.71,9.02,12,6,3,2,10,17,3,2,2,4,0,0,,
11/06/2024,Lebanon,Bangladesh,4,0,1.33,5.25,16,1.27,4.57,12.12,13,6,9,2,6,10,8,2,2,1,0,0,,
11/06/2024,Lesotho,Rwanda,0,1,3.2,2.75,2.8,3.03,2.68,2.61,12,9,2,2,16,15,3,1,2,2,0,0,,
11/06/2024,Madagascar,Mali,0,0,5.5,3.25,1.8,5,3.13,1.76,9,17,2,6,13,16,2,10,2,1,1,0,,
11/06/2024,Malaysia,Chinese Taipei,3,1,1.13,11,23,1.08,9.42,17.46,28,14,11,4,9,13,7,1,1,3,0,0,,
11/06/2024,Mauritius,Eswatini,2,1,3.5,2.88,2.4,3.35,2.75,2.34,11,12,5,4,11,11,1,6,2,2,0,0,,
11/06/2024,North Korea,Myanmar,4,1,1.06,16,36,1.04,12.27,26.69,,,,,,,,,,,,,,
11/06/2024,Oman,Kyrgyzstan,1,1,1.67,3.6,7,1.59,3.41,5.89,23,11,7,5,8,8,13,5,0,0,0,0,,
11/06/2024,Qatar,India,2,1,1.67,4.15,5.5,1.59,3.89,4.97,18,9,8,2,7,13,4,1,2,4,0,0,,
11/06/2024,Saint Kitts and Nevis,Bahamas,1,0,1.22,6.5,13,1.2,5.88,10.77,,,,,,,,,,,,,,
11/06/2024,Saint Lucia,Aruba,2,2,2.05,3.75,3.5,1.99,3.44,3.28,,,,,,,,,,,,,,
11/06/2024,Saudi Arabia,Jordan,1,2,1.91,3.5,4.6,1.84,3.31,4.08,17,10,6,4,15,12,7,3,3,3,0,0,,
11/06/2024,Seychelles,Burundi,1,3,41,15,1.07,24.31,11.69,1.05,8,14,4,8,17,12,3,8,2,0,0,0,,
11/06/2024,South Africa,Zimbabwe,3,1,1.46,4.2,7.5,1.44,4,6.89,25,7,7,4,8,8,12,2,1,0,0,0,,
11/06/2024,South Korea,China,1,0,1.25,6.5,12,1.21,5.84,10.54,11,3,6,1,12,10,10,1,1,4,0,0,,
11/06/2024,South Sudan,Sudan,0,3,3.9,2.9,2.25,3.57,2.78,2.21,15,12,8,8,17,9,7,3,1,1,0,0,,
11/06/2024,Tajikistan,Pakistan,3,0,1.04,21,56,1.02,14.92,35.69,22,6,6,2,9,8,9,0,1,2,0,0,,
11/06/2024,Thailand,Singapore,3,1,1.14,9.5,21,1.1,8.5,15.88,35,10,13,2,14,17,13,3,2,5,0,0,,
11/06/2024,Turkmenistan,Hong Kong,0,0,1.93,3.7,4.15,1.85,3.4,3.78,,,,,,,,,,,,,,
11/06/2024,United Arab Emirates,Bahrain,1,1,2.2,3.25,3.6,2.12,3.09,3.35,7,10,3,3,10,7,6,3,3,1,0,0,,
11/06/2024,Yemen,Nepal,2,2,1.36,4.8,11,1.31,4.53,8.67,17,5,9,3,8,12,6,3,1,4,0,0,,
11/06/2024,Zambia,Tanzania,0,1,1.67,3.55,6,1.62,3.39,5.63,17,5,4,1,16,17,6,1,2,5,0,0,,
10/06/2024,Benin,Nigeria,2,1,7.5,3.75,1.65,6.63,3.56,1.52,6,7,4,1,13,16,3,6,0,1,0,0,,
10/06/2024,Bermuda,Honduras,1,6,13,7.5,1.21,11.57,6.48,1.18,,,,,,,,,,,,,,
10/06/2024,Burkina Faso,Sierra Leone,2,2,1.57,3.75,7.5,1.51,3.54,6.95,16,7,5,3,18,14,6,1,2,1,0,0,,
10/06/2024,Equatorial Guinea,Malawi,1,0,1.71,3.5,7,1.65,3.27,5.63,21,1,4,1,14,17,3,1,1,3,0,0,,
10/06/2024,Ghana,Central Africa,4,3,1.3,5.05,13,1.27,4.8,11.23,12,8,6,5,14,12,0,2,2,4,0,0,,
10/06/2024,Guinea,Mozambique,0,1,1.8,3.6,5,1.73,3.35,4.72,12,11,6,5,15,11,6,5,0,2,0,0,,
10/06/2024,Guinea Bissau,Egypt,1,1,7,3.5,1.7,5.64,3.37,1.63,2,6,1,2,8,11,3,2,4,2,0,0,,
10/06/2024,Montserrat,Panama,1,3,67,17,1.05,33.46,13.81,1.03,,,,,,,,,,,,,,
10/06/2024,Somalia,Botswana,1,3,7,3.7,1.67,5.88,3.46,1.59,7,7,4,4,16,18,4,3,1,2,0,0,,
10/06/2024,Uganda,Algeria,1,2,4.5,3.2,1.95,4.19,3.06,1.91,7,6,4,3,17,11,6,1,4,3,0,0,,
09/06/2024,Aruba,Curacao,0,2,12,6.75,1.23,10.25,6.08,1.2,,,,,,,,,,,,,,
09/06/2024,Barbados,Haiti,1,3,41,13.5,1.06,28.71,11.57,1.04,,,,,,,,,,,,,,
09/06/2024,Belize,Nicaragua,0,4,9,4.75,1.37,8.16,4.44,1.34,,,,,,,,,,,,,,
09/06/2024,D.R. Congo,Togo,1,0,1.53,4,8,1.52,3.54,6.76,8,10,1,6,18,15,1,8,1,1,0,0,,
09/06/2024,Djibouti,Ethiopia,1,1,9,4.6,1.4,8.06,4.36,1.36,5,7,3,1,15,11,1,7,3,1,0,0,,
09/06/2024,Dominica,Jamaica,2,3,51,18.5,1.03,34.08,15.19,1.02,,,,,,,,,,,,,,
09/06/2024,Grenada,Costa Rica,0,3,26,11,1.11,18.14,8.68,1.09,,,,,,,,,,,,,,
09/06/2024,Mauritania,Senegal,0,1,11,5,1.4,9.48,4.53,1.32,10,5,5,5,16,15,1,2,4,1,0,0,,
09/06/2024,Namibia,Tunisia,0,0,6,3.1,1.85,5.56,3.01,1.74,5,4,2,0,13,16,5,6,2,0,0,0,,
09/06/2024,Saint Vincent and the Grenadines,El Salvador,1,3,12,7.25,1.27,10.18,6.19,1.2,,,,,,,,,,,,,,
09/06/2024,Sao Tome and Principe,Liberia,0,1,7.5,4.5,1.5,6.41,4.04,1.46,5,13,1,4,12,12,9,6,2,1,0,0,,
08/06/2024,Anguilla,Suriname,0,4,61,34,1.02,43,21.5,1.01,,,,,,,,,,,,,,
08/06/2024,Bahamas,Trinidad & Tobago,1,7,23,12,1.13,18.92,9.81,1.07,,,,,,,,,,,,,,
08/06/2024,British Virgin Islands,Guatemala,0,3,51,20,1.03,35.23,14.85,1.02,,,,,,,,,,,,,,
08/06/2024,Cameroon,Cape Verde,4,1,1.91,3.2,5.25,1.84,3.13,4.45,9,8,5,3,25,10,4,1,3,0,0,0,,
08/06/2024,Cayman Islands,Antigua and Barbuda,1,0,-,-,-,-,-,-,,,,,,,,,,,,,,
08/06/2024,Gambia,Seychelles,5,1,1.07,15,41,1.04,11.82,27.64,15,3,9,2,8,9,9,2,4,3,0,0,,
07/06/2024,Angola,Eswatini,1,0,1.33,5.25,13,1.28,4.76,10.71,2,9,1,1,18,14,4,4,2,1,0,0,,
07/06/2024,Costa Rica,Saint Kitts and Nevis,4,0,1.05,15.5,56,1.04,12.05,30.2,,,,,,,,,,,,,,
07/06/2024,El Salvador,Puerto Rico,0,0,1.55,4.2,5.75,1.51,4,5.3,,,,,,,,,,,,,,
07/06/2024,Honduras,Cuba,3,1,1.14,8.5,26,1.11,7.68,18.25,,,,,,,,,,,,,,
07/06/2024,Ivory Coast,Gabon,1,0,1.41,4.5,10,1.37,4.32,7.82,10,7,5,3,13,14,4,4,0,2,0,0,,
07/06/2024,Kenya,Burundi,1,1,2.05,3.2,4.2,1.97,3.06,3.94,12,4,6,2,17,22,7,2,1,2,0,0,,
07/06/2024,Madagascar,Comoros,2,1,3.5,3,2.5,3.21,2.79,2.4,7,12,3,3,10,7,3,3,3,2,0,0,,
07/06/2024,Morocco,Zambia,2,1,1.22,7,17,1.18,6.12,12.57,13,4,5,1,14,19,5,2,0,3,0,0,,
07/06/2024,Mozambique,Somalia,2,1,1.22,7,13,1.19,6.23,10.5,7,8,2,4,7,11,8,6,3,3,0,0,,
07/06/2024,Nigeria,South Africa,1,1,1.62,3.75,6.5,1.58,3.59,5.7,15,6,5,3,8,13,3,3,1,3,0,0,,
07/06/2024,Panama,Guyana,2,0,1.12,10,21,1.1,8.3,17.3,,,,,,,,,,,,,,
07/06/2024,Uganda,Botswana,1,0,2,3.2,5,1.9,3.03,4.39,9,4,3,0,10,16,7,3,2,2,0,0,,
07/06/2024,Zimbabwe,Lesotho,0,2,1.95,3,5.5,1.85,2.92,4.88,3,3,1,2,8,18,9,1,4,4,0,0,,
06/06/2024,Afghanistan,Qatar,0,0,9,5.5,1.36,7.53,5.23,1.31,2,10,0,2,15,7,2,9,4,4,0,0,,
06/06/2024,Algeria,Guinea,1,2,1.55,4,7,1.53,3.7,6.18,14,9,4,4,9,17,4,3,2,4,0,0,,
06/06/2024,Bahrain,Yemen,0,0,1.14,9,29,1.12,7.38,19,10,4,4,2,,,7,2,2,1,0,0,,
06/06/2024,Bangladesh,Australia,0,2,81,21,1.03,51.1,17.2,1.02,2,15,0,4,7,4,1,9,1,0,0,0,0.04,1.51
06/06/2024,Benin,Rwanda,1,0,2.3,3.2,3.65,2.2,2.88,3.52,10,10,4,2,17,17,5,4,2,1,0,0,,
06/06/2024,China,Thailand,1,1,1.91,3.6,4.75,1.8,3.38,4.16,10,16,4,6,11,22,5,8,2,3,0,0,2.13,1.11
06/06/2024,Chinese Taipei,Oman,0,3,21,9.5,1.14,16.55,7.63,1.12,6,33,0,8,12,9,4,3,2,1,0,0,,
06/06/2024,Curacao,Barbados,4,1,1.03,21,41,1.01,15.57,32.43,,,,,,,,,,,,,,
06/06/2024,Egypt,Burkina Faso,2,1,1.53,4.2,7.5,1.47,3.93,6.77,10,8,5,2,18,8,6,5,2,1,0,0,,
06/06/2024,Guatemala,Dominica,6,0,1.04,19,66,1.02,14.14,38.43,,,,,,,,,,,,,,
06/06/2024,Guinea Bissau,Ethiopia,0,0,1.5,3.8,8,1.48,3.65,7.34,1,4,1,1,6,4,4,5,1,2,0,0,,
06/06/2024,Haiti,Saint Lucia,2,1,1.13,8.5,26,1.1,7.73,17.5,,,,,,,,,,,,,,
06/06/2024,Hong Kong,Iran,2,4,26,10,1.1,20.5,9.3,1.08,5,15,4,7,10,15,4,5,1,1,0,0,,
06/06/2024,India,Kuwait,0,0,2.8,3.1,2.7,2.73,2.99,2.53,15,13,3,4,11,12,7,4,1,2,0,0,0.64,0.69
06/06/2024,Indonesia,Iraq,0,2,3.8,3.4,2.05,3.59,3.19,1.99,9,11,1,2,13,9,8,3,1,1,1,0,0.37,2.68
06/06/2024,Jamaica,Dominican Republic,1,0,1.2,7,15,1.17,6.28,12.75,,,,,,,,,,,,,,
06/06/2024,Jordan,Tajikistan,3,0,1.65,3.9,6,1.59,3.57,5.43,15,10,6,7,10,13,4,11,1,3,0,0,,
06/06/2024,Kyrgyzstan,Malaysia,1,1,1.85,3.7,4.5,1.78,3.51,4.05,12,9,6,4,18,8,3,4,1,1,0,0,,
06/06/2024,Libya,Mauritius,2,1,1.18,6.5,19,1.17,6.14,16.36,7,9,5,2,17,11,3,4,2,0,1,0,,
06/06/2024,Malawi,Sao Tome and Principe,3,1,1.22,6.5,19,1.19,5.68,14.68,11,5,4,3,16,15,4,2,0,0,0,0,,
06/06/2024,Mali,Ghana,1,2,2.1,3.2,4.33,2.01,3.04,3.92,13,11,3,4,12,14,6,4,0,1,0,0,,
06/06/2024,Mauritania,Sudan,0,2,1.7,3.5,6,1.64,3.35,5.59,10,5,0,2,10,13,4,2,0,2,0,0,,
06/06/2024,Myanmar,Japan,0,5,126,41,1.02,69.78,26.44,1.01,2,20,1,9,4,12,1,9,1,1,0,0,0.1,2.81
06/06/2024,Nepal,United Arab Emirates,0,4,61,23,1.05,39.6,14.65,1.03,3,15,0,7,5,9,2,6,1,0,0,0,,
06/06/2024,Nicaragua,Montserrat,4,1,1.13,9.5,23,1.1,7.96,17.71,,,,,,,,,,,,,,
06/06/2024,North Korea,Syria,1,0,2.8,3.2,2.8,2.65,2.97,2.64,,,,,,,,,,,,,,
06/06/2024,Pakistan,Saudi Arabia,0,3,61,21,1.03,41,16.6,1.02,2,19,0,8,3,5,0,7,2,0,0,0,,
06/06/2024,Palestine,Lebanon,0,0,1.95,3.2,4.5,1.92,3.02,4.12,16,13,3,2,17,16,9,5,3,7,0,0,,
06/06/2024,Senegal,D.R. Congo,1,1,1.5,4,9.5,1.44,3.74,7.95,10,8,5,2,11,8,2,6,2,1,0,0,,
06/06/2024,Singapore,South Korea,0,7,46,16,1.06,31.2,12.6,1.04,8,17,1,10,9,10,1,8,0,0,0,0,,
06/06/2024,Trinidad & Tobago,Grenada,2,2,1.27,6,11,1.23,5.58,9.6,,,,,,,,,,,,,,
06/06/2024,Uzbekistan,Turkmenistan,3,1,1.07,15,36,1.06,11.15,24.4,15,4,5,1,8,10,11,3,2,2,0,0,,
06/06/2024,Vietnam,Philippines,3,2,1.3,5.75,12,1.25,5.28,9.75,9,6,5,3,8,11,1,2,2,1,0,0,,
05/06/2024,Antigua and Barbuda,Bermuda,1,1,2.05,4.1,3.1,1.99,3.8,2.98,,,,,,,,,,,,,,
05/06/2024,Central Africa,Chad,1,0,1.65,3.7,6,1.62,3.47,5.45,4,13,1,3,22,17,7,3,0,0,0,0,,
05/06/2024,Namibia,Liberia,1,1,2.1,3.1,4.2,2.03,2.9,4.01,8,7,2,4,8,16,5,3,1,0,0,0,,
05/06/2024,Sierra Leone,Djibouti,2,1,1.29,5.5,15,1.24,5.08,12.55,9,10,3,3,17,14,3,1,0,0,0,0,,
05/06/2024,Suriname,Saint Vincent and the Grenadines,4,1,1.06,15,41,1.04,12.05,26.5,,,,,,,,,,,,,,
05/06/2024,Togo,South Sudan,1,1,1.44,4.6,12,1.34,4.27,9.77,11,4,2,1,10,13,13,3,1,1,0,0,,
05/06/2024,Tunisia,Equatorial Guinea,1,0,1.42,4.33,10,1.39,4.01,8.64,9,7,3,1,20,15,2,4,5,2,0,0,,
26/03/2024,Bahrain,Nepal,3,0,1.03,21,81,1.01,17,47.63,19,1,11,0,3,21,10,0,0,3,0,0,,
26/03/2024,Bangladesh,Palestine,0,1,19,7.5,1.17,14.75,6.57,1.15,10,20,4,8,18,13,3,8,4,4,0,1,,
26/03/2024,China,Singapore,4,1,1.18,8,15,1.15,6.82,13.3,15,7,5,3,10,18,10,1,2,1,1,0,3.46,0.65
26/03/2024,India,Afghanistan,1,2,1.55,4.33,7.5,1.47,3.99,6.3,11,14,2,5,15,13,5,4,5,2,0,0,,
26/03/2024,Jordan,Pakistan,7,0,1.02,21,76,1.01,17.79,51.57,20,2,8,0,9,7,9,1,1,1,0,0,,
26/03/2024,Kuwait,Qatar,1,2,6,3.75,1.62,5.61,3.61,1.57,16,13,3,6,11,12,3,8,2,2,0,0,0.98,1.57
26/03/2024,Kyrgyzstan,Chinese Taipei,5,1,1.11,10,26,1.09,7.98,21,17,8,7,3,9,16,8,8,0,1,0,0,,
26/03/2024,Lebanon,Australia,0,5,15,6.5,1.22,12.75,5.76,1.19,6,14,1,5,12,10,1,3,3,2,0,0,0.2,2.88
26/03/2024,Malaysia,Oman,0,2,3.9,3.3,2.1,3.58,3.04,2.04,8,17,4,9,5,4,5,6,1,3,0,0,,
26/03/2024,Philippines,Iraq,0,5,11.5,5,1.3,9.58,4.76,1.28,7,17,1,7,7,7,2,7,2,0,0,0,,
26/03/2024,Syria,Myanmar,7,0,1.1,11,29,1.06,9.67,22.06,24,1,11,0,5,11,9,0,0,5,0,1,,
26/03/2024,Tajikistan,Saudi Arabia,1,1,4.33,3.2,2,3.88,3.03,1.97,12,15,4,5,11,10,2,5,1,1,0,0,1.79,1.33
26/03/2024,Thailand,South Korea,0,3,8.5,5,1.4,7.3,4.58,1.36,5,9,2,4,13,14,5,2,2,1,0,0,0.24,2.09
26/03/2024,Turkmenistan,Iran,0,1,29,9.5,1.1,21.9,8.58,1.08,10,12,5,2,17,14,2,6,3,2,0,0,,
26/03/2024,Uzbekistan,Hong Kong,3,0,1.06,15,41,1.04,12.22,30.89,15,2,10,1,8,6,4,4,2,1,0,0,,
26/03/2024,Vietnam,Indonesia,0,3,2.15,3.1,3.9,2.09,2.91,3.68,11,7,2,4,6,16,10,3,2,6,0,0,,
26/03/2024,Yemen,United Arab Emirates,0,3,11.5,5.25,1.3,10.05,4.89,1.27,,,,,,,,,,,,,,
21/03/2024,Afghanistan,India,0,0,8,4.33,1.45,7.18,3.96,1.43,4,7,2,1,4,10,4,5,1,3,0,0,,
21/03/2024,Australia,Lebanon,2,0,1.14,9,21,1.11,7.64,16.77,10,6,6,3,14,4,9,1,2,0,0,0,,
21/03/2024,Chinese Taipei,Kyrgyzstan,0,2,9,4.5,1.4,8.09,4.28,1.36,8,8,2,4,10,11,3,4,1,2,0,1,,
21/03/2024,Hong Kong,Uzbekistan,0,2,15,6.25,1.25,12.5,5.82,1.2,5,18,2,6,7,11,5,10,0,0,0,0,,
21/03/2024,Indonesia,Vietnam,1,0,2.25,3.25,3.4,2.18,3.12,3.14,7,2,6,0,17,10,2,2,4,1,0,0,,
21/03/2024,Iran,Turkmenistan,5,0,1.05,17,51,1.03,13.59,32.09,,,,,,,,,,,,,,
21/03/2024,Iraq,Philippines,1,0,1.05,16,41,1.03,13.09,32.36,17,1,5,0,2,8,7,0,0,2,0,0,,
21/03/2024,Japan,North Korea,1,0,1.07,14,31,1.05,12.09,23.73,13,3,5,2,9,10,9,3,1,3,0,0,1.11,0.17
21/03/2024,Myanmar,Syria,1,1,26,13,1.11,19.23,10.91,1.06,6,15,1,3,13,10,2,9,3,1,0,0,,
21/03/2024,Nepal,Bahrain,0,5,67,19,1.04,43.2,14.55,1.02,1,16,0,9,6,9,1,4,1,2,0,0,,
21/03/2024,Oman,Malaysia,2,0,1.57,4,6.5,1.54,3.79,5.54,14,7,5,1,17,9,13,5,2,3,0,0,,
21/03/2024,Pakistan,Jordan,0,3,36,15,1.06,26.55,11.73,1.04,7,23,2,8,8,4,1,10,3,1,0,0,,
21/03/2024,Palestine,Bangladesh,5,0,1.15,8.75,29,1.11,7.39,19.27,,,,,,,,,,,,,,
21/03/2024,Qatar,Kuwait,3,0,1.3,5.5,11.5,1.26,5.1,9.93,16,5,7,2,13,13,5,1,0,3,0,0,1.67,0.32
21/03/2024,Saudi Arabia,Tajikistan,1,0,1.33,5,10,1.31,4.64,8.68,9,11,5,3,15,9,4,5,2,1,0,0,1.08,0.77
21/03/2024,Singapore,China,2,2,11,5.25,1.33,8.8,4.91,1.29,15,11,6,4,20,19,1,4,6,1,0,0,0.5,1.73
21/03/2024,South Korea,Thailand,1,1,1.15,8.5,20,1.12,7.7,15.55,25,6,8,2,7,8,13,4,0,1,0,0,2.47,1.25
21/03/2024,United Arab Emirates,Yemen,2,1,1.15,9,23,1.11,7.7,18.82,16,8,4,1,16,10,15,4,5,4,0,0,,
22/11/2023,Brazil,Argentina,0,1,2.5,3.13,3.2,2.46,3.05,3,,,,,,,,,,,,,,
22/11/2023,Peru,Venezuela,1,1,2.63,2.9,3.3,2.54,2.86,3.09,,,,,,,,,,,,,,
21/11/2023,Afghanistan,Kuwait,0,4,71,15,1.05,41.71,12.14,1.04,1,22,0,13,13,6,1,11,1,0,0,0,,
21/11/2023,Bahrain,United Arab Emirates,0,2,2.8,2.88,2.88,2.66,2.79,2.77,16,9,2,3,13,14,9,0,3,2,0,0,,
21/11/2023,Bangladesh,Lebanon,1,1,12,4.75,1.33,10.63,4.47,1.3,6,12,4,6,11,7,3,8,3,1,0,0,,
21/11/2023,Botswana,Guinea,1,0,4.5,3.25,1.91,4.24,3.14,1.87,5,6,2,2,14,17,3,4,4,1,0,0,,
21/11/2023,China,South Korea,0,3,13,6.5,1.22,12.13,5.91,1.2,5,18,0,8,19,14,0,4,4,1,0,0,0.14,1.7
21/11/2023,Chinese Taipei,Malaysia,0,1,8,4.8,1.4,7.16,4.51,1.38,2,21,1,8,12,13,2,9,2,1,0,0,,
21/11/2023,Comoros,Ghana,1,0,3.9,3.2,2.05,3.73,3.04,2.03,7,13,3,1,15,10,3,4,1,0,0,0,,
21/11/2023,Ecuador,Chile,1,0,1.62,3.75,6.5,1.59,3.6,6.13,,,,,,,,,,,,,,
21/11/2023,Eswatini,Cape Verde,0,2,5,3.2,1.91,4.58,3.11,1.83,10,10,5,7,12,7,4,5,4,1,0,0,,
21/11/2023,Ethiopia,Burkina Faso,0,3,5.5,3.5,1.73,5.28,3.33,1.68,13,14,1,7,21,14,3,4,2,2,0,0,,
21/11/2023,Hong Kong,Turkmenistan,2,2,2.4,3.3,3.13,2.31,3.09,2.96,18,12,7,6,9,23,9,1,2,2,0,0,,
21/11/2023,India,Qatar,0,3,5.25,3.75,1.7,4.87,3.62,1.64,5,20,0,7,14,7,3,11,1,0,0,0,0.5,2.46
21/11/2023,Jordan,Saudi Arabia,0,2,3.9,3.2,2.25,3.57,3.04,2.06,17,7,4,2,13,17,8,1,3,1,0,0,0.94,0.79
21/11/2023,Kyrgyzstan,Oman,1,0,3.6,3.2,2.2,3.37,3.02,2.16,,,,,,,,,,,,,,
21/11/2023,Lesotho,Benin,0,0,5.5,3.3,1.78,5.09,3.17,1.74,5,18,3,4,11,13,2,2,1,1,0,0,,
